speaker_id,f1,f2,f3,vowel,gender,word,c_initial,c_final,v_length,group,ci,cf,group2
M01,380.455,1018.36,,u,m,dul,front,front,short,ff,d,l,dl
M01,434.956,1012.37,,u,m,kuk,back,back,short,bb,k,k,kk
M01,429.71,1201.28,,u,m,duk,front,back,short,fb,d,k,dk
M01,363.28,997.62,,u,m,duhp,front,front,long,ff,d,p,dp
M01,387.58,888.142,,u,m,kuht,back,back,long,bb,k,t,kt
M01,377.586226,1070.44,,u,m,duhkihla,front,back,long,fb,d,k,dk
M01,341.996973,777.12,,u,m,kuhpene,back,front,long,bf,k,p,kp
M01,438.676927,1800.848,,i,m,pip,front,front,short,ff,p,p,pp
M01,482.142476,1788.0917,,i,m,kik,back,back,short,bb,k,k,kk
M01,427.942083,2146.022,,i,m,pik,front,back,short,fb,p,k,pk
M01,407.730561,1216.889,,i,m,kipar,back,front,short,bf,k,p,kp
M01,393.885672,2333.475862,,i,m,dihp,front,front,long,ff,d,p,dp
M01,404.72133,2297.635,,i,m,kihk,back,back,long,bb,k,k,kk
M01,441.946881,2277.32,,i,m,kihd,back,front,long,bf,k,d,kd
M01,453.723927,1415.577884,,o,m,popohl,front,front,short,ff,p,p,pp
M01,392.688704,909.55339,,o,m,kokus,back,back,short,bb,k,k,kk
M01,475.017163,902.897257,,o,m,kohp,back,front,long,bf,k,p,kp
M01,777.56,1348.127797,,oa,m,poad,front,front,short,ff,p,d,pd
M01,546.6,1074.212,,oa,m,koakon,back,back,short,bb,k,k,kk
M01,463.004614,1227.488287,,o,m,kopil,back,front,short,bf,k,p,kp
M01,456.28662,928.7899,,o,m,dohpeseng,front,front,long,ff,d,p,dp
M01,539.36479,1021.685536,,oa,m,koakon,back,back,short,bb,k,k,kk
M01,487.121349,927.311625,,o,m,kohke,back,back,long,bb,k,k,kk
M01,672.171916,1359.8,,oa,m,poak,front,back,short,fb,p,k,pk
M01,642.327214,1684.735997,,oa,m,koadi,back,front,short,bf,k,d,kd
M01,751.5852,1328.025,,oa,m,poahd,front,front,long,ff,p,d,pd
M01,757.15749,1167.41,,oa,m,koahkoa,back,back,long,bb,k,k,kk
M01,699.602734,1148.4,,oa,m,koahpi,back,front,long,bf,k,p,kp
M01,580.4279,1659.09,,e,m,pepe,front,front,short,ff,p,p,pp
M01,533.955,1672.588,,e,m,keke,back,back,short,bb,k,k,kk
M01,527.687,1436.63,,e,m,peki,front,back,short,fb,p,k,pk
M01,623.600515,1330.322539,,e,m,kep,back,front,short,bf,k,p,kp
M01,572.529071,1919.12,,e,m,pehpe,front,front,long,ff,p,p,pp
M01,513.685596,1906.209067,,e,m,kehk,back,back,long,bb,k,k,kk
M01,511.149583,1745.309163,,e,m,pehkiek,front,back,long,fb,p,k,pk
M01,628.328483,1847.859856,,e,m,kehp,back,front,long,bf,k,p,kp
M01,574.545663,1792.871175,,e,m,pehkiek,front,back,long,fb,p,k,pk
M02,506.414997,1038.66,,u,m,kull,back,front,short,bf,k,l,kl
M02,835.115372,1715.320167,,a,m,pap,front,front,short,ff,p,p,pp
M02,678.792,1786.43,,e,m,dek,front,back,short,fb,d,k,dk
M02,399.480219,2158.407827,,i,m,pik,front,back,short,fb,p,k,pk
M02,542.77592,919.578146,,o,m,pok,front,back,short,fb,p,k,pk
M02,690.59,954.652,,oa,m,poar,front,back,short,fb,p,r,pr
M02,725.708123,1084.38,,oa,m,koal,back,front,short,bf,k,l,kl
M02,459.842318,1071.749202,,u,m,tuki,back,back,short,bb,t,k,tk
M02,894.611667,1671.251782,,a,m,pahpa,front,front,long,ff,p,p,pp
M02,543.865381,2182.748,,e,m,dehk,front,back,long,fb,d,k,dk
M02,465.556977,2771.324557,,i,m,pihk,front,back,long,fb,p,k,pk
M02,663.722674,1110.963695,,oa,m,poahk,front,back,long,fb,p,k,pk
M02,679.61,1002.944,,oa,m,poahr,front,back,long,fb,p,r,pr
M02,673.199456,981.035,,oa,m,koahl,back,front,long,bf,k,l,kl
M02,367.02751,930.94,,u,m,tuhke,back,back,long,bb,t,k,tk
M02,830.571145,1540.77,,a,m,pak,front,back,short,fb,p,k,pk
M02,916.527881,1493.53,,a,m,kapa,back,front,short,bf,k,p,kp
M02,817.306201,1484.235874,,a,m,kak,back,back,short,bb,k,k,kk
M02,942.115033,1734.472423,,a,m,pahk,front,back,long,fb,p,k,pk
M02,944.515746,1586.238737,,a,m,kahk,back,back,long,bb,k,k,kk
M02,904.390127,1665.497186,,a,m,kahp,back,front,long,bf,k,p,kp
M02,443.787543,748.801052,,u,m,dul,front,front,short,ff,d,l,dl
M02,532.627076,845.952712,,u,m,kuk,back,back,short,bb,k,k,kk
M02,410.608455,981.666801,,u,m,duk,front,back,short,fb,d,k,dk
M02,332.466988,812.537716,,u,m,duhp,front,front,long,ff,d,p,dp
M02,381.99228,825.883551,,u,m,kuht,back,back,long,bb,k,t,kt
M02,465.284379,769.176256,,u,m,duhkihla,front,back,long,fb,d,k,dk
M02,470.0069,731.803686,,u,m,kuhpene,back,front,long,bf,k,p,kp
M02,513.686539,1993.738923,,i,m,pip,front,front,short,ff,p,p,pp
M02,459.754806,2005.225887,,i,m,kik,back,back,short,bb,k,k,kk
M02,474.404881,2105.667633,,i,m,pik,front,back,short,fb,p,k,pk
M02,439.080839,2311.206986,,i,m,kipar,back,front,short,bf,k,p,kp
M02,846.653414,1562.893669,,a,m,kipar,front,back,short,fb,k,p,kp
M02,393.3763,2893.727887,,i,m,dihp,front,front,long,ff,d,p,dp
M02,498.273068,2506.638819,,i,m,kihk,back,back,long,bb,k,k,kk
M02,509.374672,2690.282904,,i,m,kihd,back,front,long,bf,k,d,kd
M02,486.481534,1107.156555,,o,m,popohl,front,front,short,ff,p,p,pp
M02,468.47,901.16,,o,m,kokus,back,back,short,bb,k,k,kk
M02,508.139107,776.803342,,o,m,kohp,back,front,long,bf,k,p,kp
M02,717.906371,1090.49241,,oa,m,poad,front,front,short,ff,p,d,pd
M02,656.283921,927.94648,,oa,m,koakon,back,back,short,bb,k,k,kk
M02,513.079814,965.211,,o,m,kopil,back,front,short,bf,k,p,kp
M02,477.808257,821.275144,,o,m,dohpeseng,front,front,long,ff,d,p,dp
M02,651.553602,972.231726,,oa,m,koakon,back,back,short,bb,k,k,kk
M02,557.019323,868.275837,,o,m,kohke,back,back,long,bb,k,k,kk
M02,763.83005,1172.372999,,oa,m,poak,front,back,short,fb,p,k,pk
M02,489.701184,861.202029,,oa,m,koadi,back,front,short,bf,k,d,kd
M02,804.976916,1141.857129,,oa,m,poahd,front,front,long,ff,p,d,pd
M02,718.939497,1057.98,,oa,m,koahkoa,back,back,long,bb,k,k,kk
M02,714.839995,1064.766354,,oa,m,koahpi,back,front,long,bf,k,p,kp
M02,501.997243,2098.770818,,e,m,pepe,front,front,short,ff,p,p,pp
M02,487.962693,2135.004125,,e,m,keke,back,back,short,bb,k,k,kk
M02,673.397692,1697.201896,,e,m,peki,front,back,short,fb,p,k,pk
M02,748.518044,1645.86,,e,m,kep,back,front,short,bf,k,p,kp
M02,570.345655,2057.11961,,e,m,pehpe,front,front,long,ff,p,p,pp
M02,550.997881,2098.088278,,e,m,kehk,back,back,long,bb,k,k,kk
M02,589.584912,2069.305821,,e,m,pehkiek,front,back,short,fb,p,k,pk
M02,518.931325,2155.062552,,e,m,kehp,back,front,long,bf,k,p,kp
M02,533.144053,1995.8282,,e,m,pehkiek,front,back,long,fb,p,k,pk
M01,440.31,2107.4,,i,m,pik,front,back,short,fb,p,k,pk
M01,841.583298,1657.28,,a,m,pap,front,front,short,ff,p,p,pp
M01,518.1222494,1672.9456,,e,m,dek,front,back,short,fb,d,k,dk
M01,750.03,1302.566,,oa,m,koal,back,front,short,bf,k,l,kl
M01,499.051659,1022.972,,o,m,pok,front,back,short,fb,p,k,pk
M01,777.259192,1328.35,,oa,m,poar,front,back,short,fb,p,r,pr
M01,488.347,1802.3265,,e,m,dehk,front,back,long,fb,d,k,dk
M01,373.525,1364.059584,,u,m,tuki,back,back,short,bb,t,k,tk
M01,838.321,1503.645,,a,m,pahpa,front,front,long,ff,p,p,pp
M01,743.7849,1298.087884,,oa,m,poahr,front,back,long,fb,p,r,pr
M01,368.26,2365.15,,i,m,pihk,front,back,long,fb,p,k,pk
M01,521.462662,1027.771886,,o,m,pohk,front,back,long,fb,p,k,pk
M01,778.0486,1533.86795,,a,m,pak,front,back,short,fb,p,k,pk
M01,730.284,1110.6389,,oa,m,koahl,back,front,long,bf,k,l,kl
M01,356.1293,1068.043869,,u,m,tuhke,back,back,long,bb,t,k,tk
M01,835.095387,1522.797301,,a,m,pahk,front,back,long,fb,p,k,pk
M01,864.625022,1467.478,,a,m,kapa,back,front,short,bf,k,p,kp
M01,394.280787,1069.882392,,u,m,kull,back,front,short,bf,k,l,kl
M01,839.576,1463.068998,,a,m,kak,back,back,short,bb,k,k,kk
M01,412.656555,1053.572463,,u,m,dul,front,front,short,ff,d,l,dl
M01,895.320185,1581.794949,,a,m,kahk,back,back,long,bb,k,k,kk
M01,886.946,1627.775,,a,m,kahp,back,front,long,bf,k,p,kp
M01,387.308242,1013.564297,,u,m,duhp,front,front,long,ff,d,p,dp
M01,388.0723,877.797,,u,m,kuk,back,back,short,bb,k,k,kk
M01,385.422154,1003.749594,,u,m,duk,front,back,short,fb,d,k,dk
M01,356.518774,891.67546,,u,m,kuhpene,back,front,long,bf,k,p,kp
M01,356.091126,778.772511,,u,m,kuht,back,back,long,bb,k,t,kt
M01,380.29,1016.85,,u,m,duhkihla,front,back,long,fb,d,k,dk
M01,446.213989,2173.47,,i,m,pik,front,back,short,fb,p,k,pk
M01,417.65,1762.7,,i,m,pip,front,front,short,ff,p,p,pp
M01,424.658744,1739.229739,,i,m,kik,back,back,short,bb,k,k,kk
M01,402.8558,2273.556,,i,m,kihk,back,back,long,bb,k,k,kk
M01,411.632443,1179.151273,,i,m,kipar,back,front,short,bf,k,p,kp
M01,356.859993,1782.5476,,i,m,dihp,front,front,long,ff,d,p,dp
M01,468.5089,929.76,,o,m,kokus,back,back,short,bb,k,k,kk
M01,388.4898,2339.256,,i,m,kihd,back,front,long,bf,k,d,kd
M01,476.76,1392.093366,,o,m,popohl,front,front,short,ff,p,p,pp
M01,778.35447,1027.625791,,oa,m,koakon,back,back,short,bb,k,k,kk
M01,424.82436,806.97643,,o,m,kohp,back,front,long,bf,k,p,kp
M01,724.775196,1558.398299,,oa,m,poad,front,front,short,ff,p,d,pd
M01,566.141054,1118.754,,oa,m,koakon,back,back,short,bb,k,k,kk
M01,481.1986,1137.686834,,o,m,kopil,back,front,short,bf,k,p,kp
M01,477.29,1058.18,,o,m,dohpeseng,front,front,long,ff,d,p,dp
M01,589.1365,1200.738552,,oa,m,koadi,back,front,short,bf,k,d,kd
M01,446.023563,773.236687,,o,m,kohke,back,back,long,bb,k,k,kk
M01,710.867089,1271.661458,,oa,m,poak,front,back,short,fb,p,k,pk
M01,683.164116,1189.443653,,oa,m,koahpi,back,front,long,bf,k,p,kp
M01,685.78229,1341.750348,,oa,m,poahd,front,front,long,ff,p,d,pd
M01,556.891312,1118.959992,,oa,m,koahkoa,back,back,long,bb,k,k,kk
M01,640.684043,1370.150587,,e,m,peki,front,back,short,fb,p,k,pk
M01,566.007258,1614.615,,e,m,pepe,front,front,short,ff,p,p,pp
M01,556.014055,1509.365,,e,m,keke,back,back,short,bb,k,k,kk
M01,575.39,1738.61,,e,m,kehk,back,back,long,bb,k,k,kk
M01,681.804565,1557.442537,,e,m,kep,back,front,short,bf,k,p,kp
M01,528.32,1904.55466,,e,m,pehpe,front,front,long,ff,p,p,pp
M01,516.520786,627.0181,,e,m,kehp,back,front,long,bf,k,p,kp
M01,606.440224,1936.41,,e,m,pehkiek,front,back,long,fb,p,k,pk
M01,568.11139,760.257,,e,m,kehp,back,front,long,bf,k,p,kp
M01,590.936,1612.249,,e,m,dek,front,back,short,fb,d,k,dk
M01,413.244403,2000.37,,i,m,pik,front,back,short,fb,p,k,pk
M01,698.199866,1650.206431,,a,m,pap,front,front,short,ff,p,p,pp
M01,740.1679,1391.35,,oa,m,poar,front,back,short,fb,p,r,pr
M01,778.276905,1472.16,,oa,m,koal,back,front,short,bf,k,l,kl
M01,535.531796,1105.9097,,o,m,pok,front,back,short,fb,p,k,pk
M01,752.094547,1656.6,,a,m,pahpa,front,front,long,ff,p,p,pp
M01,550.614,2023.327,,e,m,dehk,front,back,long,fb,d,k,dk
M01,390.238,1593.99,,u,m,tuki,back,back,short,bb,t,k,tk
M01,544.2599,926.19,,o,m,pohk,front,back,long,fb,p,k,pk
M01,782.488257,1434.637,,oa,m,poahr,front,back,long,fb,p,r,pr
M01,363.208995,2355.014,,i,m,pihk,front,back,long,fb,p,k,pk
M01,365.62,939.174771,,u,m,tuhke,back,back,long,bb,t,k,tk
M01,614.675858,1581.84,,a,m,pak,front,back,short,fb,p,k,pk
M01,715.718151,1242.684893,,oa,m,koahl,back,front,long,bf,k,l,kl
M01,702.14,1504.09,,a,m,kak,back,back,short,bb,k,k,kk
M01,728.477822,1686.59,,a,m,pahk,front,back,long,fb,p,k,pk
M01,724.82,1554.029694,,a,m,kapa,back,front,short,bf,k,p,kp
M01,809.328,1675.72,,a,m,kahk,back,back,long,bb,k,k,kk
M01,371.87,963.955832,,u,m,dul,front,front,short,ff,d,l,dl
M01,871.60715,1444.706042,,a,m,kahp,back,front,long,bf,k,p,kp
M01,419.822373,1277.251827,,u,m,duk,front,back,short,fb,d,k,dk
M01,350.13,928.78,,u,m,duhp,front,front,long,ff,d,p,dp
M01,426.932617,773.408,,u,m,kuk,back,back,short,bb,k,k,kk
M01,362.21,960.55,,u,m,duhkihla,front,back,long,fb,d,k,dk
M01,331.418416,776.269,,u,m,kuhpene,back,front,long,bf,k,p,kp
M01,350.101961,864.208,,u,m,kuht,back,back,long,bb,k,t,kt
M01,437.94775,1544.51,,i,m,kik,back,back,short,bb,k,k,kk
M01,408.7444,1830.559916,,i,m,pik,front,back,short,fb,p,k,pk
M01,433.275681,1726.38114,,i,m,pip,front,front,short,ff,p,p,pp
M01,392.298478,2273.516838,,i,m,dihp,front,front,long,ff,d,p,dp
M01,386.428689,2347.636,,i,m,kihk,back,back,long,bb,k,k,kk
M01,379.521792,1389.43,,i,m,kipar,back,front,short,bf,k,p,kp
M01,513.594761,1375.349338,,o,m,popohl,front,front,short,ff,p,p,pp
M01,449.280273,833.349896,,o,m,kokus,back,back,short,bb,k,k,kk
M01,378.625,2324.6858,,i,m,kihd,back,front,long,bf,k,d,kd
M01,753.6799,1569.96,,oa,m,poad,front,front,short,ff,p,d,pd
M01,489.451021,1028.944817,,oa,m,koakon,back,back,short,bb,k,k,kk
M01,466.52944,848.059668,,o,m,kohp,back,front,long,bf,k,p,kp
M01,434.000209,879.1638,,o,m,dohpeseng,front,front,long,ff,d,p,dp
M01,574.063162,1021.538316,,oa,m,koakon,back,back,short,bb,k,k,kk
M01,449.364436,976.436585,,o,m,kopil,back,front,short,bf,k,p,kp
M01,733.503094,1257.035812,,oa,m,poak,front,back,short,fb,p,k,pk
M01,534.536811,1631.0249,,oa,m,koadi,back,front,short,bf,k,d,kd
M01,447.681207,834.71,,o,m,kohke,back,back,long,bb,k,k,kk
M01,737.925913,1155.5679,,oa,m,koahkoa,back,back,long,bb,k,k,kk
M01,612.509065,1128.7264,,oa,m,koahpi,back,front,long,bf,k,p,kp
M01,359.620881,867.66,,u,m,kull,back,front,short,bf,k,l,kl
M01,710.57995,1388.4876,,oa,m,poahd,front,front,long,ff,p,d,pd
M01,599.611056,1047.01,,e,m,keke,back,back,short,bb,k,k,kk
M01,487.600197,1473.672316,,e,m,peki,front,back,short,fb,p,k,pk
M01,521.5535,1766.601285,,e,m,pepe,front,front,short,ff,p,p,pp
M01,541.025,1763.857891,,e,m,pehpe,front,front,long,ff,p,p,pp
M01,516.207236,1859.68,,e,m,kehk,back,back,long,bb,k,k,kk
M01,568.523,1629.135865,,e,m,kep,back,front,short,bf,k,p,kp
M01,593.1087,1781.109437,,e,m,kehp,back,front,long,bf,k,p,kp
M01,491.7999,1859.904898,,e,m,kehp,back,front,long,bf,k,p,kp
M01,534.550984,2237.551765,,e,m,pehkiek,front,back,long,fb,p,k,pk
M02,318.163,949.900233,,u,m,kull,back,front,short,bf,k,l,kl
M02,711.175,1960.08,,e,m,dek,front,back,short,fb,d,k,dk
M02,510.974744,2174.5633,,i,m,pik,front,back,short,fb,p,k,pk
M02,960.473,1862.787928,,a,m,pap,front,front,short,ff,p,p,pp
M02,793.926461,1094.182449,,oa,m,poar,front,back,short,fb,p,r,pr
M02,745.692813,1190.952182,,oa,m,koal,back,front,short,bf,k,l,kl
M02,749.131375,1131.55833,,o,m,pok,front,back,short,fb,p,k,pk
M02,940.61256,1631.042994,,a,m,pahpa,front,front,long,ff,p,p,pp
M02,523.815728,2211.519695,,e,m,dehk,front,back,long,fb,d,k,dk
M02,488.633824,729.369899,,u,m,tuki,back,back,short,bb,t,k,tk
M02,865.42128,1115.646928,,oa,m,poahk,front,back,long,fb,p,k,pk
M02,726.855359,1018.147183,,oa,m,poahr,front,back,long,fb,p,r,pr
M02,403.348061,2600.346,,i,m,pihk,front,back,long,fb,p,k,pk
M02,631.525628,2222.788837,,u,m,tuhke,back,back,long,bb,t,k,tk
M02,919.867081,1726.01,,a,m,pak,front,back,short,fb,p,k,pk
M02,964.8,1017.437998,,oa,m,koahl,back,front,long,bf,k,l,kl
M02,597.166392,1709.098593,,i,m,kik,back,back,short,bb,k,k,kk
M02,919.543861,1763.698985,,a,m,pahk,front,back,long,fb,p,k,pk
M02,927.3117,1578.24947,,a,m,kapa,back,front,short,bf,k,p,kp
M02,1033.603995,1705.397,,a,m,kahp,back,front,long,bf,k,p,kp
M02,501.679989,623.848978,,u,m,dul,front,front,short,ff,d,l,dl
M02,1002.49,1631.084461,,a,m,kahk,back,back,long,bb,k,k,kk
M02,522.463657,1134.199586,,u,m,duk,front,back,short,fb,d,k,dk
M02,380.665571,822.085568,,u,m,duhp,front,front,long,ff,d,p,dp
M02,509.111757,868.819412,,u,m,kuk,back,back,short,bb,k,k,kk
M02,458.524434,849.004131,,u,m,duhkihla,front,back,long,fb,d,k,dk
M02,555.058194,827.239729,,u,m,kuhpene,back,front,long,bf,k,p,kp
M02,374.2978,671.510841,,u,m,kuht,back,back,long,bb,k,t,kt
M02,646.65511,1853.309099,,i,m,kik,back,back,short,bb,k,k,kk
M02,481.566574,2118.109045,,i,m,pik,front,back,short,fb,p,k,pk
M02,472.239513,2022.319126,,i,m,pip,front,front,short,ff,p,p,pp
M02,423.671712,2739.990376,,i,m,dihp,front,front,long,ff,d,p,dp
M02,467.744703,2667.3191,,i,m,kihk,back,back,long,bb,k,k,kk
M02,443.864535,1622.148777,,i,m,kipar,back,front,short,bf,k,p,kp
M02,503.565548,1412.679071,,o,m,popohl,front,front,short,ff,p,p,pp
M02,672.977566,1023.306271,,o,m,kokus,back,back,short,bb,k,k,kk
M02,470.3724628,3047.4659,,i,m,kihd,back,front,long,bf,k,d,kd
M02,770.6826,1140.377834,,oa,m,poad,front,front,short,ff,p,d,pd
M02,668.084052,1020.67,,oa,m,koakon,back,back,short,bb,k,k,kk
M02,523.462977,701.954682,,o,m,kohp,back,front,long,bf,k,p,kp
M02,560.342135,883.667769,,o,m,dohpeseng,front,front,long,ff,d,p,dp
M02,664.183222,977.001016,,oa,m,koakon,back,back,short,bb,k,k,kk
M02,454.096444,846.839045,,o,m,kopil,back,front,short,bf,k,p,kp
M02,747.307268,1095.326575,,oa,m,poak,front,back,short,fb,p,k,pk
M02,692.265734,1067.79118,,oa,m,koadi,back,front,short,bf,k,d,kd
M02,499.93946,712.049753,,o,m,kohke,back,back,long,bb,k,k,kk
M02,700.13982,981.486568,,oa,m,koahkoa,back,back,long,bb,k,k,kk
M02,719.219949,993.290902,,oa,m,koahpi,back,front,long,bf,k,p,kp
M02,711.66,1106.53,,oa,m,poahd,front,front,long,ff,p,d,pd
M02,619.606682,1632.110612,,e,m,keke,back,back,short,bb,k,k,kk
M02,617.5639,1609.69,,e,m,peki,front,back,short,fb,p,k,pk
M02,549.761954,2084.092488,,e,m,pepe,front,front,short,ff,p,p,pp
M02,545.855511,2162.483,,e,m,pehpe,front,front,long,ff,p,p,pp
M02,555.646,2099.1951,,e,m,kehk,back,back,long,bb,k,k,kk
M02,702.308671,1527.597744,,e,m,kep,back,front,short,bf,k,p,kp
M02,709.232598,1096.940144,,oa,m,koahp,back,front,long,bf,k,p,kp
M02,737.807488,1033.886402,,oa,m,koahp,back,front,long,bf,k,p,kp
M02,505.452194,2081.617685,,e,m,pehkiek,front,back,long,fb,p,k,pk
M02,459.076686,1669.32,,i,m,ipir,front,back,short,fb,p,r,pr
M02,790.200515,1393.299973,,a,m,apwal,back,front,short,bf,pw,l,pwl
M02,394.440341,1543.14,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M01,464.008689,1703.13,,i,m,ipir,front,back,short,fb,p,r,pr
M01,739.6,1558.33,,a,m,apwal,back,front,short,bf,pw,l,pwl
M01,329.4,1513.7,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M02,882.101773,1515.24,,a,m,apwal,back,front,short,bf,pw,l,pwl
M02,391.756994,1670.78043,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M02,783.1766,1372.248625,,a,m,apwal,back,front,short,bf,pw,l,pwl
M02,395.025997,1579.019487,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M01,765.862284,1402.569712,,a,m,apwal,back,front,short,bf,pw,l,pwl
M01,355.304846,1127.975495,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M01,776.984032,1561.663138,,a,m,apwal,back,front,short,bf,pw,l,pwl
M01,379.587,1675.34,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M02,833.45203,1451.624867,,a,m,apwal,back,front,short,bf,pw,l,pwl
M02,459.378719,1612.789,,i,m,ipir,front,back,short,fb,p,r,pr
M02,464.199407,1433.18128,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M02,454.95,1369.969,,i,m,ipir,front,back,short,fb,p,r,pr
F01,481.090861,1598.88,,i,f,ipwidi,back,front,short,bf,pw,d,pwd
F01,553.5968,1783.668837,,i,f,ipir,front,back,short,fb,p,r,pr
F01,866.96818,1673.438412,,a,f,apwal,back,front,short,bf,pw,l,pwl
F01,586.836,1616.155721,,i,f,ipir,front,back,short,fb,p,r,pr
F01,453.09,1693.024413,,i,f,ipwidi,back,front,short,bf,pw,d,pwd
F01,872.79,1661.06,,a,f,apwal,back,front,short,bf,pw,l,pwl
F01,525.001824,1698.67,,i,f,ipir,front,back,short,fb,p,r,pr
F01,509.837233,1853.025187,,i,f,ipwidi,back,front,short,bf,pw,d,pwd
M03,494.841795,1407.7196,,i,m,ipir,front,back,short,fb,p,r,pr
M03,651.249,1370.384231,,a,m,apwal,back,front,short,bf,pw,l,pwl
M03,394.058996,1534.464896,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M03,652.10804,1381.908272,,i,m,apwal,back,front,short,bf,pw,l,pwl
M03,477.72,1387.968919,,i,m,ipir,front,back,short,fb,p,r,pr
M03,431.499977,1668.225697,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M03,511.558,1445.476,,i,m,ipir,front,back,short,fb,p,r,pr
M03,409.048627,1584.289924,,i,m,ipwidi,back,front,short,bf,pw,d,pwd
M03,719.54,1543.748697,,a,m,apwal,back,front,short,bf,pw,l,pwl
F02,597.001783,1750.266,,i,f,ipir,front,back,short,fb,p,r,pr
F02,879.574596,1835.02,,a,f,apwal,back,front,short,bf,pw,l,pwl
F02,464.69,2186.06,,i,f,ipwidi,back,front,short,bf,pw,d,pwd
F02,926.696605,1988.208345,,a,f,apwal,back,front,short,bf,pw,l,pwl
F02,699.407708,1638.61,,i,f,ipir,front,back,short,fb,p,r,pr
F02,463.306986,1523.89,,i,f,ipwidi,back,front,short,bf,pw,d,pwd
F02,867.98,1926.644,,a,f,apwal,back,front,short,bf,pw,l,pwl
F02,506.451,1889.962833,,i,f,ipwidi,back,front,short,bf,pw,d,pwd
F02,727.88,1720.83,,i,f,ipir,front,back,short,fb,p,r,pr
M02,507.758,2014.309176,,i,m,pik,front,back,short,fb,p,k,pk
M02,841.184281,1732.9279,,a,m,pap,front,front,short,fb,p,p,pp
M02,650.955,1931.756,,e,m,dek,front,back,short,fb,d,k,dk
M02,710,1003.077667,,oa,m,koal,back,front,short,bf,k,l,kl
M02,781.848,1183.107707,,o,m,pok,front,back,short,fb,p,k,pk
M02,664.614948,967.99,,oa,m,poar,front,back,short,fb,p,r,pr
M02,563.796652,2148.364722,,e,m,dehk,front,back,long,fb,d,k,dk
M02,482.6338,950.028,,u,m,tuki,back,back,short,bb,t,k,tk
M02,867.11984,1541.414,,a,m,pahpa,front,front,long,ff,p,p,pp
M02,730.232,1064.82186,,oa,m,poahr,front,back,long,fb,p,r,pr
M02,554.12,2599.368633,,i,m,pihk,front,back,long,fb,p,k,pk
M02,776.30229,1111.408388,,o,m,poahk,front,back,long,fb,p,k,pk
M02,920.073264,1657.854,,a,m,pak,front,back,short,fb,p,k,pk
M02,579.28,933.849549,,oa,m,koahl,back,front,long,bf,k,l,kl
M02,414.594446,773.855757,,u,m,tuhke,back,back,long,bb,t,k,tk
F01,937.112941,1807.29,,a,f,pap,front,front,short,ff,,,
F01,709.2585,1901.264948,,e,f,dek,front,back,short,fb,,,
F01,520.099,1764.49,,i,f,pik,front,back,short,fb,,,
F01,791.910246,1486.803657,,o,f,pok,front,back,short,fb,,,
F01,611.458,994.8,,o,f,por,front,back,short,fb,,,
F01,578.224953,699.52,,o,f,kol,back,front,short,bf,,,
F01,472.225125,1182.176799,,u,f,tuki,back,back,short,bb,,,
F01,972.718115,1771.34,,a,f,pahpa,front,front,long,ff,,,
F01,579.46978,2294.67,,e,f,dehk,front,back,long,fb,,,
F01,339.041935,2842.900242,,i,f,pihk,front,back,long,fb,,,
F01,724.01257,1166.83869,,o,f,pohk,front,back,long,fb,,,
F01,730.415436,1172.12,,oa,f,poahr,front,back,long,fb,,,
F01,693.562,960.61,,oa,f,koahl,back,front,long,bf,,,
F01,396.7099,856.328796,,u,f,tuhke,back,front,long,bf,,,
F01,917.482209,1713.027897,,a,f,pak,front,back,short,fb,,,
F01,906.932294,1556.9,,a,f,kapa,back,front,short,bf,,,
F01,898.276341,1607.187991,,a,f,kak,back,back,short,bb,,,
F01,985.7989,1772.965818,,a,f,pahk,front,back,short,fb,,,
F01,914.54,1592.43,,a,f,kahk,back,back,long,bb,,,
F01,959.658698,1680.9,,a,f,kahp,back,front,long,bf,,,
F01,513.749236,1322.759857,,u,f,dul,front,front,short,ff,,,
F01,535.82755,863.931693,,u,f,kuk,back,back,short,bb,,,
F01,635.43895,1423.76,,u,f,duk,front,back,short,fb,,,
F01,422.545,837.957,,u,f,duhp,front,front,long,ff,,,
F01,418.9355,652.92,,u,f,kuht,back,back,long,bb,,,
F01,379.5,860.31,,u,f,duhkihla,front,back,long,fb,,,
F01,293.6256,707.433,,u,f,kuhpene,back,front,long,bf,,,
F01,465.4656,2215.5,,i,f,pil,front,front,short,ff,,,
F01,520.364,1595.5,,i,f,kik,back,back,short,bb,,,
F01,565.831067,1863.1758,,i,f,pik,front,back,short,fb,,,
F01,496.879,1393.81,,i,f,kipar,back,front,short,bf,,,
F01,919.141995,1695.1,,a,f,kipar,front,back,short,fb,,,
F01,378.7537,2622.7,,i,f,kihd,back,front,long,bf,,,
F01,449.369,2762.02,,i,f,dihp,front,front,long,ff,,,
F01,369.93,2829.4,,i,f,kihk,back,back,long,bb,,,
F01,468.94,1328.49,,o,f,popohl,front,front,short,ff,,,
